season,week,celebrity,fan_share_mean,fan_share_std,base_component,casual_component,model_confidence
4,1,John Ratzenberger,0.08830232740685375,0.03957965799233255,0.13860819856617762,0.025217939564282116,1.0
4,1,Ian Ziering,0.09167740348918905,0.03996105417777961,0.1401608271740053,0.030813131488475663,1.0
4,1,Clyde Drexler,0.08972899900652112,0.042177701822889276,0.1423043312982957,0.024022649556269222,1.0
4,1,Laila Ali,0.09245921068304881,0.03962221516277751,0.13722009224911416,0.033721935350851606,1.0
4,1,Apolo Anton Ohno,0.09483356182461371,0.041318408415513166,0.14493856732910576,0.03089222710751141,1.0
4,1,Shandi Finnessey,0.09151835867125174,0.04142959113365594,0.14111276572889458,0.02789620925099428,1.0
4,1,Paulina Porizkova,0.0902443880393254,0.04152937220153336,0.13839532316381836,0.027503881055335865,1.0
4,1,Heather Mills,0.09390004487638424,0.03934059618391027,0.14833719262572528,0.026052422757191114,1.0
4,1,Billy Ray Cyrus,0.08588417490820724,0.03972834222381533,0.14077380448031163,0.018362349875609942,1.0
4,1,Joey Fatone,0.09397657548979585,0.041048176147312945,0.13777394468288007,0.03559687935568821,1.0
4,1,Leeza Gibbons,0.08747495560480906,0.03939584294895391,0.13970517117428433,0.02189312987086648,1.0
4,2,John Ratzenberger,0.0983516528622019,0.04306958809546877,0.16036898136798353,0.0287237346844141,0.118
4,2,Ian Ziering,0.10126535418879656,0.03393669890815238,0.17090650550576159,0.02649155665452748,0.118
4,2,Clyde Drexler,0.097068728486737,0.0426647041111982,0.16316290279289652,0.025081374339961257,0.118
4,2,Laila Ali,0.09060105808686975,0.04191625112077328,0.14391038064310457,0.03193358889504029,0.118
4,2,Apolo Anton Ohno,0.10667783819236215,0.059534813133131165,0.17377020502647958,0.032320017153475586,0.118
4,2,Shandi Finnessey,0.0947767007902405,0.039215621529071536,0.1553679317950593,0.027471781970316807,0.118
4,2,Paulina Porizkova,0.027401728008540665,0.01343144364987969,0.02871571506764013,0.02473430544729465,0.118
4,2,Heather Mills,0.09574061529899522,0.04329194439714268,0.15511558743780174,0.02972032143374478,0.118
4,2,Billy Ray Cyrus,0.10287970609399386,0.03770060524515407,0.1738935272846041,0.024104627659221254,0.118
4,2,Joey Fatone,0.08670869414968231,0.04610804667563098,0.14200807963239478,0.027788459670230033,0.118
4,2,Leeza Gibbons,0.09852792384158006,0.039171741652777585,0.16651938921888865,0.02661344421158219,0.118
4,3,John Ratzenberger,0.11733239148124405,0.04642354781134392,0.20241072992371517,0.029950552551583597,0.08
4,3,Ian Ziering,0.09852887516072233,0.035851436436554585,0.16614586046145446,0.029830545712178268,0.08
4,3,Clyde Drexler,0.10963077449790921,0.04001664950338981,0.19236364311864257,0.02643183517003484,0.08
4,3,Laila Ali,0.10386777168967001,0.04794155529949294,0.17813515630533092,0.02864628334532864,0.08
4,3,Apolo Anton Ohno,0.11255256316946283,0.05850023960404615,0.18468941672539346,0.03348626931490597,0.08
4,3,Shandi Finnessey,0.03250855427098896,0.014532695115926237,0.03336644726225722,0.031075748581123143,0.08
4,3,Heather Mills,0.1088077039926381,0.04549564588628629,0.18194338898981383,0.03239817246967517,0.08
4,3,Billy Ray Cyrus,0.11496907031429637,0.03387058334497486,0.20046698265658575,0.02616304013614077,0.08
4,3,Joey Fatone,0.08616497246319713,0.040524352431731116,0.1449037314131134,0.031521528839216176,0.08
4,3,Leeza Gibbons,0.11563732295987098,0.04436371948556605,0.20049545230583554,0.02906959255912449,0.08
4,4,John Ratzenberger,0.11573406572614918,0.03804275206546106,0.19909214940009132,0.03334359678074978,0.232
4,4,Ian Ziering,0.12420320086748683,0.041990333538365406,0.21488138288466505,0.037354003000569944,0.232
4,4,Clyde Drexler,0.12701623012896068,0.037747761261228696,0.2325474673864287,0.026358266551398182,0.232
4,4,Laila Ali,0.1311641631133762,0.04335901856293411,0.2291067721101108,0.034126405464784765,0.232
4,4,Apolo Anton Ohno,0.1132226951765013,0.04838541967278738,0.17979793667567556,0.04662240539958629,0.232
4,4,Heather Mills,0.11872417902379963,0.05223463761718414,0.20551867420703365,0.032798328976372935,0.232
4,4,Billy Ray Cyrus,0.10704906113227454,0.050044943580085904,0.1932636570477753,0.022399924588978992,0.232
4,4,Joey Fatone,0.11180118888176302,0.04715145377567729,0.185549047521734,0.04609935875693908,0.232
4,4,Leeza Gibbons,0.051085215949688664,0.02451649155696829,0.08191446635147102,0.023145756656663023,0.232
4,5,John Ratzenberger,0.12067289935178822,0.03669334256310539,0.18067123144694425,0.04146212206552837,0.252
4,5,Ian Ziering,0.14910583694647284,0.0499587732586449,0.24134280549429335,0.038443502406729495,0.252
4,5,Clyde Drexler,0.08146421380487469,0.027672652986174672,0.1287455856839756,0.024702895774574237,0.252
4,5,Laila Ali,0.15153728511119524,0.06933449188341265,0.2212590014366774,0.04765130296552337,0.252
4,5,Apolo Anton Ohno,0.12519452639875844,0.06224916509766817,0.16176069255367423,0.057725218804224904,0.252
4,5,Heather Mills,0.1467479817514736,0.039893520909196276,0.24043690985314137,0.02755575742797977,0.252
4,5,Billy Ray Cyrus,0.11359567224203145,0.046762523133922186,0.18800194840059747,0.021816773747381123,0.252
4,5,Joey Fatone,0.11168158439340545,0.0489033500228253,0.1717798475569676,0.041352202552495644,0.252
4,6,John Ratzenberger,0.1650520269226549,0.038752005042740525,0.2425290482997608,0.04324761213110526,0.072
4,6,Ian Ziering,0.14844256529827105,0.048545336844391426,0.21514908647574094,0.037076421901353324,0.072
4,6,Laila Ali,0.18377601923249223,0.09510055134666683,0.23642503721188313,0.051370990621698365,0.072
4,6,Apolo Anton Ohno,0.14232262667479334,0.07041936199090496,0.17326998860225185,0.053180189145272366,0.072
4,6,Heather Mills,0.05991052235757713,0.022693393847470603,0.07249455533733996,0.03339588711861857,0.072
4,6,Billy Ray Cyrus,0.15141143141084512,0.048874578775436564,0.23050599212373615,0.03009977622436401,0.072
4,6,Joey Fatone,0.14908480810336633,0.05786186877111833,0.2133522370287115,0.046619649469051026,0.072
4,7,John Ratzenberger,0.09115671752803244,0.03837059066430753,0.08579517473814939,0.05010403640719921,0.072
4,7,Ian Ziering,0.16625541328184507,0.04676958068139581,0.18802406376287667,0.037336022625575976,0.072
4,7,Laila Ali,0.2458326837870587,0.11697747196628445,0.24831614652083728,0.0655387453902591,0.072
4,7,Apolo Anton Ohno,0.1958482162171654,0.08473102200932094,0.1980590977864394,0.05497967435266123,0.072
4,7,Billy Ray Cyrus,0.16773909466816977,0.054877559815594265,0.2026792123717838,0.0354674842475354,0.072
4,7,Joey Fatone,0.13316787451772866,0.05624730182730254,0.13959290199813434,0.053266068563746556,0.072
4,8,Ian Ziering,0.1878389436674177,0.05610528173782016,0.19528887384621296,0.0395631004056811,0.396
4,8,Laila Ali,0.290180540235088,0.10937902507371415,0.26624648062741024,0.07327522724940021,0.396
4,8,Apolo Anton Ohno,0.23872194316663228,0.09444333910022258,0.20689234520135,0.07261374129219147,0.396
4,8,Billy Ray Cyrus,0.1321965656237673,0.04836750298150508,0.1329564032367424,0.04041677914541173,0.396
4,8,Joey Fatone,0.15106200730709474,0.05814139631788551,0.13241010320496663,0.06459574661797157,0.396
4,9,Ian Ziering,0.14234018607401305,0.047858625774054905,0.11072369506179928,0.046574939354428205,0.266
4,9,Laila Ali,0.34763791694739204,0.09574986411727536,0.2714742014464352,0.09096260103997943,0.266
4,9,Apolo Anton Ohno,0.31547331000817674,0.08883723699882724,0.2450065939344344,0.07810596907084238,0.266
4,9,Joey Fatone,0.19454858697041819,0.053525634851627105,0.13861459944428,0.07296248597434087,0.266
4,10,Laila Ali,0.4015030497300032,0.10240817116443367,0.273796149723511,0.12001870300858139,1.0
