season,celebrity,judge_score_mean,fan_share_mean,fan_votes_mean,weeks_survived,ballroom_partner,celebrity_industry,celebrity_age_during_season,celebrity_homestate,Industry_Group,Region_Group,Age_Squared,Y_Judge,Y_Fan,Rank_Judge,Rank_Fan,Rank_Gap,Pred_Judge,Pred_Fan,Residual_Judge,Residual_Fan,Total_Residual
1,Evander Holyfield,5.0,0.18377332224890608,213631.65670590967,3,Edyta Sliwinska,Athlete,42,Alabama,Athlete,South,1764,-1.7855652229917227,2.078936931927466,348.5,13.0,335.5,-0.11271719199142627,0.4786854279112777,-1.6728480310002964,1.6002515040161882,3.2730995350164847
1,Joey McIntyre,7.125,0.2133456652584023,405768.1279594129,4,Ashly DelGrosso,Singer/Rapper,32,Massachusetts,Musician,Northeast,1024,-0.18446517860877237,2.8349041838415916,250.0,5.0,245.0,0.16170239922396978,0.5133514966623285,-0.34616757783274216,2.3215526871792633,2.6677202650120053
1,John O'Hurley,8.266666666666667,0.25517872284869053,608252.8212295447,5,Charlotte Jorgensen,Actor/Actress,50,Maine,Actor,Northeast,2500,0.6757336687655977,3.904295999550627,133.0,2.0,131.0,0.017639473703011006,0.3407479378813728,0.6580941950625867,3.563548061669254,4.22164225673184
1,Kelly Monaco,6.8,0.29898505582805524,728292.1025113104,5,Alec Mazo,Actor/Actress,29,Pennsylvania,Actor,Northeast,841,-0.42933930304381196,5.024131284438648,274.5,1.0,273.5,0.5471632137884035,0.6892810395448984,-0.9765025168322155,4.33485024489375,5.311352761725965
1,Rachel Hunter,7.777777777777779,0.17786695845737757,209130.40135190007,3,Jonathan Roberts,Model,35,,Other,Unknown,1225,0.3073760114957947,1.9279506674014153,184.5,14.0,170.5,0.2260402593480166,0.13671486718248183,0.08133575214777808,1.7912358002189335,1.8725715523667115
2,Drew Lachey,9.145825,0.17243886119301924,382296.01554944075,8,Cheryl Burke,Singer/Rapper,29,Ohio,Musician,Midwest,841,1.3381432906571928,1.7891904829026133,19.0,19.0,0.0,0.7141690265855767,0.20333668520437997,0.6239742640716162,1.5858537976982334,2.2098280617698496
2,George Hamilton,7.222222222222222,0.13421207690106737,214953.61710731,6,Edyta Sliwinska,Actor/Actress,66,Tennessee,Actor,South,4356,-0.1112122354017092,0.811986983625563,238.0,88.0,150.0,-0.779567397136959,-0.11568693213076614,0.6683551617352498,0.9276739157563292,1.596029077491579
2,Giselle Fernandez,7.666666666666667,0.0864583637032688,90948.67987637194,3,Jonathan Roberts,News Anchor,44,,Other,Unknown,1936,0.22365836211629364,-0.40875644286731455,191.5,250.0,-58.5,-0.06705185422235196,-0.04013693140338016,0.2907102163386456,-0.3686195114639344,0.65932972780258
2,Jerry Rice,7.506941666666666,0.1761826356838493,403656.6525732806,8,Anna Trebunskaya,Athlete,43,Mississippi,Athlete,South,1849,0.10331214819202635,1.8848937862462198,209.0,15.0,194.0,-0.13919145658752952,0.32044543323133357,0.24250360477955585,1.5644483530148863,1.8069519577944422
2,Lisa Rinna,8.023809523809524,0.15563904403150705,295851.41631867137,7,Louis van Amstel,Actor/Actress,42,California,Actor,West,1764,0.49275080655040265,1.3597313897164596,158.0,39.0,119.0,0.1815794025656196,0.198274494423564,0.31117140398478305,1.1614568952928956,1.4726282992776787
2,Master P,4.166666666666667,0.1344380845181194,157002.581872344,4,Ashly DelGrosso,Singer/Rapper,35,Louisiana,Musician,South,1225,-2.4134475933379775,0.8177644885435741,353.0,86.0,267.0,0.07317866146046736,0.3399141687249656,-2.486626254798445,0.4778503198186085,2.9644765746170534
2,Stacy Keibler,9.173604166666667,0.1936104811450949,435906.34069658007,8,Tony Dovolani,Athlete,26,Maryland,Athlete,South,676,1.3590737494726854,2.3304073674964854,17.0,8.0,9.0,0.5820581754059438,0.7360123788101514,0.7770155740667416,1.594394988686334,2.3714105627530757
2,Tia Carrere,7.666666666666667,0.1168325852132894,158881.24980207323,5,Maksim Chmerkoskiy,Actor/Actress,39,Hawaii,Actor,West,1521,0.22365836211629364,0.3677094853341713,191.5,138.0,53.5,0.4643930707619651,0.269338598563503,-0.24073470864567148,0.0983708867706683,0.3391055954163398
3,Emmitt Smith,8.543207407407408,0.20368588720326702,487120.2299368959,9,Cheryl Burke,Athlete,37,Florida,Athlete,South,1369,0.8840957357179241,2.587968191380797,101.0,6.0,95.0,0.33548961839956454,0.5862936764271357,0.5486061173183596,2.0016745149536614,2.5502806322720213
3,Harry Hamlin,6.666666666666667,0.0760976331234756,78540.19821571828,3,Ashly DelGrosso,Actor/Actress,54,California,Actor,West,2916,-0.5298004822992124,-0.6736111086512802,286.0,304.0,-18.0,-0.44094930784388675,0.002910596062954157,-0.08885117445532564,-0.6765217047142343,0.76537287916956
3,Jerry Springer,6.809523809523809,0.14472310604214284,217422.7859949832,7,Kym Johnson,TV Personality,62,,Other,Unknown,3844,-0.42216350452556906,1.0806837795479052,273.0,59.0,214.0,-0.620663236368045,-0.3288579918427631,0.19849973184247593,1.4095417713906682,1.608041503233144
3,Joey Lawrence,8.583333333333334,0.15649635375926185,310326.6744666166,8,Edyta Sliwinska,Actor/Actress,30,Pennsylvania,Actor,Northeast,900,0.9143289694971745,1.3816470721742862,95.0,38.0,57.0,0.4489324420360915,0.6919454918445811,0.46539652746108295,0.6897015803297051,1.155098107790788
3,Mario Lopez,8.89505925925926,0.1891809691332758,437450.8511194416,9,Karina Smirnoff,Actor/Actress,32,California,Actor,West,1024,1.1492016254196757,2.217174336829277,56.0,10.0,46.0,0.4551811456622604,0.31077803886579713,0.6940204797574153,1.9063962979634796,2.600416777720895
3,Monique Coleman,8.238095238095237,0.16310198481306035,263433.896394862,7,Louis van Amstel,Actor/Actress,25,South Carolina,Actor,South,625,0.6542062732108677,1.5505089291226892,134.0,26.0,108.0,0.6956182460336188,0.6410508117602637,-0.04141197282275111,0.9094581173624255,0.9508700901851767
3,Sara Evans,7.0,0.09476261554538631,111401.33732588787,5,Tony Dovolani,Singer/Rapper,35,Missouri,Musician,Midwest,1225,-0.27864753416071064,-0.19647220004379207,260.5,213.0,47.5,0.43392645375014977,0.013147733044594307,-0.7125739879108604,-0.20961993308838636,0.9221939209992467
3,Vivica A. Fox,8.083333333333332,0.09678071513931562,103558.39397775476,4,Nick Kosovich,Actor/Actress,42,Indiana,Actor,Midwest,1764,0.53759954728942,-0.14488287539603434,152.5,204.0,-51.5,0.30585106771911386,-0.008084171203390614,0.2317484795703062,-0.13679870419264373,0.3685471837629499
3,Willa Ford,8.133333333333335,0.0853181315012558,97911.3896944616,5,Maksim Chmerkoskiy,Singer/Rapper,25,Florida,Musician,South,625,0.5752724895101973,-0.4379045629206684,146.0,263.0,-117.0,0.7753803483801901,0.5168945663178399,-0.20010785886999283,-0.9547991292385083,1.1549069881085012
4,Apolo Anton Ohno,8.956785185185186,0.18568643908622173,412548.4877890742,9,Julianne Hough,Athlete,24,Washington,Athlete,West,576,1.1957095702383018,2.1278425488287627,49.0,11.0,38.0,0.6058114417814238,0.7017538225121019,0.5898981284568781,1.4260887263166606,2.015986854773539
4,Billy Ray Cyrus,6.333333333333334,0.11458775473790743,174471.44378562763,7,Karina Smirnoff,Singer/Rapper,45,Kentucky,Musician,South,2025,-0.7809534304377143,0.3103241667294653,301.5,143.0,158.5,-0.08932399100609156,0.022584608221599113,-0.6916294394316227,0.28773955850786614,0.9793689979394888
4,Clyde Drexler,5.2,0.09657137046936486,113556.88170026688,5,Elena Grinenko,Athlete,44,Louisiana,Athlete,South,1936,-1.6348734541086214,-0.15023442007393584,344.0,208.0,136.0,-0.14306164868867988,0.34707445341455084,-1.4918118054199416,-0.4973088734884867,1.9891206789084284
4,Heather Mills,7.388888888888889,0.09460113262090936,121169.06653852157,6,Jonathan Roberts,Model,39,,Other,Unknown,1521,0.014364238667542037,-0.20060023963161577,225.0,214.0,11.0,0.09779268474631572,0.05767389809565292,-0.08342844607877369,-0.2582741377272687,0.3417025838060424
4,Ian Ziering,7.979166666666666,0.11828335928274764,224594.97870630297,8,Cheryl Burke,Actor/Actress,42,New Jersey,Actor,Northeast,1764,0.4591142509961386,0.4047960863547408,163.0,133.0,30.0,0.3519862810205973,0.46365163022718314,0.1071279699755413,-0.05885554387244235,0.16598351384798365
4,Joey Fatone,8.820981481481482,0.15978845596103597,364570.1939564433,9,Kym Johnson,Singer/Rapper,30,New York,Musician,Northeast,900,1.093387068578363,1.4658041324956967,69.0,32.0,37.0,0.6495933913711833,0.6123401008043535,0.44379367720717977,0.8534640316913432,1.297257708898523
4,John Ratzenberger,6.166666666666667,0.11897415477533413,164229.2413387541,6,Edyta Sliwinska,Actor/Actress,59,Connecticut,Actor,Northeast,3481,-0.9065299045069655,0.42245511222217313,313.0,131.0,182.0,-0.5247014907528074,0.12847215727360067,-0.3818284137541581,0.29398295494857246,0.6758113687027305
4,Laila Ali,8.623451851851852,0.16047782373916222,350634.1220211264,9,Maksim Chmerkoskiy,Athlete,29,Florida,Athlete,South,841,0.9445566220997994,1.483426661242266,91.0,30.0,61.0,0.5750734488251618,0.7105801892447396,0.36948317327463764,0.7728464719975263,1.1423296452721639
4,Leeza Gibbons,6.333333333333333,0.07920274155509192,85086.27026707234,4,Tony Dovolani,TV Personality,50,South Carolina,Other,South,2500,-0.7809534304377149,-0.5942342298158564,303.0,293.0,10.0,-0.452799984447465,-0.18328663538824383,-0.3281534459902499,-0.41094759442761253,0.7391010404178624
4,Shandi Finnessey,6.666666666666667,0.06900202681455067,71064.76589106362,3,Brian Fortuna,Beauty Pagent,28,Missouri,Other,Midwest,784,-0.5298004822992124,-0.8549983595802992,286.0,329.0,-43.0,0.21891498861037723,-0.05995087233102074,-0.7487154709095896,-0.7950474872492785,1.543762958158868
5,Cameron Mathison,8.083333333333334,0.11425302733599044,188167.39435810823,8,Edyta Sliwinska,Actor/Actress,38,,Actor,Unknown,1444,0.5375995472894214,0.3017674232179252,150.5,144.0,6.5,0.35170455221584906,0.3828822547191542,0.18589499507357232,-0.081114831501229,0.2670098265748013
5,Floyd Mayweather Jr. ,6.916666666666667,0.0794548346626047,85130.4576908153,4,Karina Smirnoff,Athlete,30,Michigan,Athlete,Midwest,900,-0.3414357711953359,-0.5877898931715896,269.0,292.0,-23.0,0.36150689553646753,0.32518518427535636,-0.7029426667318035,-0.912975077446946,1.6159177441787493
5,Helio Castroneves,8.759255555555557,0.16854499978777138,364976.6205741747,9,Julianne Hough,Racing Driver,32,,Other,Unknown,1024,1.0468791237597384,1.6896504598170414,80.0,23.0,57.0,0.23315688312981417,0.1623957755914193,0.8137222406299242,1.527254684225622,2.3409769248555463
5,Jane Seymour,8.142857142857142,0.0982245385208965,144497.05739071444,7,Tony Dovolani,Actor/Actress,56,,Actor,Unknown,3136,0.5824482880284387,-0.10797395703022986,144.0,203.0,-59.0,-0.07023021270494809,-0.02582879137760004,0.6526785007333868,-0.08214516565262982,0.7348236663860167
5,Jennie Garth,8.270833333333334,0.1455377838080374,252228.0411002782,8,Derek Hough,Actor/Actress,35,Illinois,Actor,Midwest,1225,0.6788730806173288,1.1015096475449415,131.5,56.0,75.5,0.9423861869725236,0.3256574259625258,-0.26351310635519487,0.7758522215824157,1.0393653279376105
5,Marie Osmond,7.944444444444445,0.15044140677600742,300734.1495300947,9,Jonathan Roberts,Singer/Rapper,47,Utah,Musician,West,2209,0.43295248556504523,1.2268625280498415,166.0,46.0,120.0,0.042416026649278536,0.005324390477149818,0.3905364589157667,1.2215381375726917,1.6120745964884584
5,Mark Cuban,6.8,0.08460120699103399,97845.50749732813,5,Kym Johnson,TV Personality,49,Pennsylvania,Other,Northeast,2401,-0.42933930304381196,-0.45623153321342574,274.5,267.0,7.5,-0.3098136025389996,0.0673639676705983,-0.11952570050481237,-0.5235955008840241,0.6431212013888364
5,Mel B,8.975303703703704,0.14213425222564074,292979.97747193405,9,Maksim Chmerkoskiy,Singer/Rapper,32,,Musician,Unknown,1024,1.2096625118015512,1.014504082368009,45.0,65.0,-20.0,0.7118241091541955,0.33972339189582196,0.4978384026473557,0.6747806904721869,1.1726190931195426
5,Sabrina Bryan,9.0,0.09870156546662347,123761.66223743341,6,Mark Ballas,Actor/Actress,23,California,Actor,West,529,1.2282701546703014,-0.09577956481942672,41.0,201.0,-160.0,1.026094006063715,0.600478340832721,0.2021761486065865,-0.6962579056521477,0.8984340542587342
5,Wayne Newton,5.777777777777778,0.08548557249581867,88363.19442752488,3,Cheryl Burke,Singer/Rapper,65,Virginia,Musician,South,4225,-1.199541677335218,-0.43362421528379663,330.5,260.0,70.5,-0.5611327407355743,-0.22422572521461515,-0.6384089365996438,-0.2093984900691815,0.8478074266688254
6,Adam Carolla,6.166666666666666,0.0791001290007424,85198.64122413477,4,Julianne Hough,Radio Personality,43,California,Other,West,1849,-0.9065299045069661,-0.5968573473246243,315.5,294.0,21.5,-0.2504961876044367,-0.12272751625153552,-0.6560337169025294,-0.4741298310730887,1.1301635479756182
6,Cristian de la Fuente,8.314814814814815,0.16188207607286845,355447.63862010464,9,Cheryl Burke,Actor/Actress,34,,Actor,Unknown,1156,0.7120113168300474,1.5193240122693727,126.0,28.0,98.0,0.764523750430951,0.4714565409936071,-0.05251243360090363,1.0478674712757656,1.1003799048766694
6,Jason Taylor,8.666666666666666,0.15861004031982556,371479.3238007126,9,Edyta Sliwinska,Athlete,33,Pennsylvania,Athlete,Northeast,1089,0.977117206531799,1.4356799169875651,85.5,35.0,50.5,0.1712012881523215,0.770023954905882,0.8059159183794775,0.6656559620816831,1.4715718804611606
